Id,Neighborhood,OverallQual,GrLivArea,YearBuilt,actual_price,pred_price,rel_error,abs_rel_error,valuation_flag
1246,NWAmes,6,1868,1984,177999.99999999994,195696.03706191233,-0.09042613906542162,0.09042613906542162,Underpriced
1247,Somerst,7,1553,2005,186500.0000000001,188267.063228223,-0.009385939303046506,0.009385939303046506,Underpriced
1248,Mitchel,6,1034,1976,169900.00000000003,135638.91945620274,0.25259033823887145,0.25259033823887145,Overpriced
1249,OldTown,6,2058,1917,129500.00000000006,149394.13322843146,-0.13316542489665392,0.13316542489665392,Underpriced
1250,NAmes,5,988,1950,118999.99999999993,124827.53700809278,-0.04668470713889873,0.04668470713889873,Underpriced
1251,NAmes,7,2110,1968,244000.00000000003,235622.26916807782,0.035555768397876136,0.035555768397876136,Overpriced
1252,NridgHt,7,1405,2003,171749.99999999994,185386.00093772096,-0.07355464203741001,0.07355464203741001,Underpriced
1253,Mitchel,5,874,1968,130000.00000000009,120192.47495897594,0.08159849478406733,0.08159849478406733,Overpriced
1254,Veenker,7,2167,1974,294000.0000000001,271509.54496765416,0.0828348595811809,0.0828348595811809,Overpriced
1255,Edwards,7,1656,2003,165399.99999999988,184880.9923607273,-0.10537044458695585,0.10537044458695585,Underpriced
1256,BrkSide,6,1367,1931,127500.00000000001,130204.91988463799,-0.02077432931900378,0.02077432931900378,Underpriced
1257,NoRidge,8,1987,1994,301500.0000000002,317992.26889417076,-0.05186374169259846,0.05186374169259846,Underpriced
1258,Edwards,5,864,1922,99899.99999999996,87531.49769340816,0.14130344655948052,0.14130344655948052,Overpriced
1259,Gilbert,7,1166,2005,189999.9999999999,185270.80335853357,0.02552586028525212,0.02552586028525212,Overpriced
1260,NAmes,6,1054,1969,151000.00000000006,146323.18713565613,0.031962212933539076,0.031962212933539076,Overpriced
1261,Gilbert,6,1675,1999,181000.00000000006,194937.92579918393,-0.07149930287830228,0.07149930287830228,Underpriced
1262,NAmes,5,1050,1956,128900.00000000003,126315.61689403836,0.020459727542079063,0.020459727542079063,Overpriced
1263,ClearCr,4,1788,1957,161499.99999999985,132786.64068584985,0.21623680790359648,0.21623680790359648,Overpriced
1264,BrkSide,6,1824,1919,180500.0,179373.20774195477,0.006281831452031706,0.006281831452031706,Overpriced
1265,NAmes,6,1337,1998,181000.00000000006,157850.3095233612,0.14665597138542694,0.14665597138542694,Overpriced
1266,Somerst,7,1452,1999,183900.00000000012,167948.8608917479,0.09497616729019429,0.09497616729019429,Overpriced
1267,OldTown,7,1889,1910,122000.00000000003,151540.0047480015,-0.19493205637101602,0.19493205637101602,Underpriced
1268,Timber,9,2018,2008,378499.99999999965,336256.93208135944,0.12562735185015975,0.12562735185015975,Overpriced
1269,Crawfor,8,3447,1935,380999.99999999977,376612.65161108616,0.011649498151868415,0.011649498151868415,Overpriced
1270,NAmes,5,1524,1958,144000.0,137025.34352966608,0.0509004851998339,0.0509004851998339,Overpriced
1271,ClearCr,7,1524,1979,259999.9999999998,211005.9450579144,0.23219277034416308,0.23219277034416308,Overpriced
1272,NWAmes,6,1489,1968,185750.0,180265.83413132574,0.030422658265231675,0.030422658265231675,Overpriced
1273,Sawyer,5,935,1965,136999.9999999999,133111.96803823477,0.029208733212090675,0.029208733212090675,Overpriced
1274,Edwards,6,1357,1959,177000.00000000006,168632.8106175097,0.04961780184918272,0.04961780184918272,Overpriced
1275,Crawfor,5,1250,1910,139000.00000000003,119736.21420779158,0.16088520853664087,0.16088520853664087,Overpriced
1276,NAmes,5,1920,1948,136999.9999999999,160402.1157591711,-0.14589655285038322,0.14589655285038322,Underpriced
1277,NWAmes,6,1395,1972,162000.00000000012,168105.3377606123,-0.03631852409889805,0.03631852409889805,Underpriced
1278,NWAmes,6,1724,1967,197900.0000000001,177841.87330580075,0.11278629898206934,0.11278629898206934,Overpriced
1279,CollgCr,8,2031,2002,237000.00000000003,261405.62045897794,-0.09336302875250478,0.09336302875250478,Underpriced
1280,IDOTRR,4,1128,1920,68399.99999999997,63009.713350301,0.08554691591329425,0.08554691591329425,Overpriced
1281,CollgCr,7,1573,2002,227000.0,206270.61987315246,0.10049603835774194,0.10049603835774194,Overpriced
1282,Timber,7,1339,1990,180000.00000000003,183751.53568391292,-0.02041635009987747,0.02041635009987747,Underpriced
1283,CollgCr,5,1040,1977,150499.9999999999,145407.42999336967,0.035022763326897736,0.035022763326897736,Overpriced
1284,Mitchel,6,1824,1971,139000.00000000003,139097.5056627558,-0.0007009878594960779,0.0007009878594960779,Underpriced
1285,SWISU,6,2447,1919,169000.00000000012,165705.99267508276,0.01987862521892172,0.01987862521892172,Overpriced
1286,BrkSide,6,1412,1939,132499.9999999999,127405.84424596868,0.03998368979209855,0.03998368979209855,Overpriced
1287,NWAmes,6,1328,1963,143000.0000000001,151407.8376577618,-0.055531059605821415,0.055531059605821415,Underpriced
1288,ClearCr,5,1582,1964,189999.9999999999,166505.1378185225,0.14110592915808384,0.14110592915808384,Overpriced
1289,StoneBr,8,1659,2000,278000.0000000002,267408.5228811598,0.03960785170466458,0.03960785170466458,Overpriced
1290,NridgHt,8,1970,2006,281000.0000000001,286821.1978470821,-0.02029556354543064,0.02029556354543064,Underpriced
1291,NAmes,5,1152,1964,180500.0,165554.7316898152,0.09027388198234274,0.09027388198234274,Overpriced
1292,BrDale,5,1302,1972,119500.00000000009,118362.6189392779,0.009609292789522328,0.009609292789522328,Overpriced
1293,OldTown,5,2372,1892,107500.00000000003,113550.45305529147,-0.053284270493797775,0.053284270493797775,Underpriced
1294,NWAmes,7,1664,1976,162900.0000000001,174148.1601797264,-0.06458960099330281,0.06458960099330281,Underpriced
1295,Edwards,5,864,1955,114999.99999999991,126098.80782386068,-0.08801675460218451,0.08801675460218451,Underpriced
1296,NAmes,5,1052,1968,138499.9999999999,132581.29174406987,0.04464210732955678,0.04464210732955678,Overpriced
1297,NAmes,5,1128,1963,155000.00000000012,149267.96651354252,0.03840096184292532,0.03840096184292532,Overpriced
1298,Edwards,6,1072,2005,139999.9999999999,142768.8826010436,-0.019394160342216166,0.019394160342216166,Underpriced
1299,Edwards,10,5642,2008,159999.99999999997,631354.5852457674,-0.746576640545476,0.746576640545476,Underpriced
1300,NAmes,5,1246,1959,153999.99999999988,163655.856725818,-0.05900098486542486,0.05900098486542486,Underpriced
1301,Gilbert,7,1983,1999,225000.00000000015,242494.8079595662,-0.0721450826381535,0.0721450826381535,Underpriced
1302,Crawfor,6,1494,1942,177500.00000000015,159433.287491728,0.11331832136503812,0.11331832136503812,Overpriced
1303,NoRidge,8,2526,1994,289999.9999999999,316423.09398346645,-0.08350557998414365,0.08350557998414365,Underpriced
1304,Somerst,7,1616,2005,231999.99999999997,218913.79419018293,0.059777895030444284,0.059777895030444284,Overpriced
1305,Edwards,7,1708,2004,130000.00000000009,138460.4980234897,-0.06110405598898171,0.06110405598898171,Underpriced
1306,NridgHt,9,1652,2006,324999.9999999999,335379.78872206993,-0.030949356732619948,0.030949356732619948,Underpriced
1307,NridgHt,7,1368,2005,202500.00000000012,190614.97774507527,0.06235093587881451,0.06235093587881451,Overpriced
1308,CollgCr,5,990,1994,138000.00000000006,144871.08082285238,-0.04742893325448608,0.04742893325448608,Underpriced
1309,OldTown,5,1122,1948,146999.99999999988,135842.06332893897,0.08213903998235206,0.08213903998235206,Overpriced
1310,SawyerW,6,1294,1991,179200.0000000001,170433.9807040711,0.05143351847862818,0.05143351847862818,Overpriced
1311,Crawfor,7,1902,1959,334999.9999999998,325041.37414768187,0.030638025323487823,0.030638025323487823,Overpriced
1312,CollgCr,7,1274,2005,202999.9999999999,207666.0589067493,-0.022469049257802114,0.022469049257802114,Underpriced
1313,NoRidge,8,2810,1990,302000.00000000006,322744.89907385036,-0.0642764583836334,0.0642764583836334,Underpriced
1314,NoRidge,9,2599,1999,333167.9999999997,339118.18773471215,-0.017546059013995426,0.017546059013995426,Underpriced
1315,Edwards,4,948,1954,118999.99999999993,122110.33146301689,-0.02547148489199685,0.02547148489199685,Underpriced
1316,NAmes,6,2112,1969,206899.99999999983,180657.7727830401,0.14525933101408914,0.14525933101408914,Overpriced
1317,CollgCr,8,1630,2008,295492.9999999999,276916.5488773124,0.06708321044011627,0.06708321044011627,Overpriced
1318,Somerst,7,1352,2006,208900.00000000017,194448.21727536898,0.07432201193269475,0.07432201193269475,Overpriced
1319,CollgCr,8,1787,2001,275000.0000000002,273234.0364781001,0.006463190108607154,0.006463190108607154,Overpriced
1320,Edwards,4,948,1954,111000.00000000004,115603.82434775602,-0.03982415265006186,0.03982415265006186,Underpriced
1321,NAmes,6,1478,1957,156499.99999999985,153107.64560101868,0.02215666229902893,0.02215666229902893,Overpriced
1322,BrkSide,3,720,1949,72500.0,78740.1839682287,-0.07925030973697726,0.07925030973697726,Underpriced
1323,NoRidge,7,1923,1992,189999.9999999999,221420.2051451857,-0.14190306220962756,0.14190306220962756,Underpriced
1324,BrkSide,4,708,1940,82500.00000000001,80140.4825171945,0.02944226698783941,0.02944226698783941,Overpriced
1325,Somerst,8,1795,2006,146999.99999999988,309083.898905893,-0.5244009781151457,0.5244009781151457,Underpriced
1326,IDOTRR,4,796,1922,55000.00000000004,77119.14615235155,-0.2868178300192065,0.2868178300192065,Underpriced
1327,Edwards,3,774,1931,79000.00000000006,77251.64840499572,0.02263190017433044,0.02263190017433044,Overpriced
1328,Mitchel,5,816,1982,130499.99999999996,129301.88476824311,0.009266030683963462,0.009266030683963462,Overpriced
1329,OldTown,6,2792,1920,255999.99999999985,190070.28781936597,0.34687016543737986,0.34687016543737986,Overpriced
1330,Gilbert,7,1632,1998,176500.00000000015,175627.32405302493,0.0049689076097961735,0.0049689076097961735,Overpriced
1331,Somerst,8,1588,2006,227000.0,240362.66590407796,-0.05559376641882742,0.05559376641882742,Underpriced
1332,CollgCr,5,954,1976,132499.9999999999,134884.052395657,-0.01767482777477588,0.01767482777477588,Underpriced
1333,Edwards,4,816,1938,100000.00000000004,121729.50643008828,-0.17850648595677937,0.17850648595677937,Underpriced
1334,IDOTRR,5,1360,1938,125500.00000000006,122323.36520259785,0.025969157994802636,0.025969157994802636,Overpriced
1335,BrDale,5,1365,1970,124999.9999999999,116074.9436967811,0.07689046420331191,0.07689046420331191,Overpriced
1336,NWAmes,6,1334,1977,167900.00000000003,161066.11294106464,0.04242908042013756,0.04242908042013756,Overpriced
1337,NWAmes,5,1656,1973,134999.99999999997,143199.87073163196,-0.05726171881117971,0.05726171881117971,Underpriced
1338,OldTown,4,693,1941,52499.99999999997,61105.66101887848,-0.14083246748971112,0.14083246748971112,Underpriced
1339,CollgCr,7,1861,2002,199999.99999999997,217389.4395753894,-0.07999210821535274,0.07999210821535274,Underpriced
1340,CollgCr,5,864,1972,128500.00000000004,124807.80609681946,0.029583036659713156,0.029583036659713156,Overpriced
1341,NAmes,4,872,1971,123000.00000000009,105217.48251075366,0.1690072511232055,0.1690072511232055,Overpriced
1342,SawyerW,6,1114,2003,155000.00000000012,161996.76176448868,-0.043190750779700596,0.043190750779700596,Underpriced
1343,CollgCr,8,2169,2002,228500.00000000003,261323.85302749014,-0.12560603499152137,0.12560603499152137,Underpriced
1344,Crawfor,6,1913,1928,177000.00000000006,170898.05093998523,0.03570519983377497,0.03570519983377497,Overpriced
1345,CollgCr,7,1456,2006,155835.0,180204.98562157867,-0.13523480239750083,0.13523480239750083,Underpriced
1346,OldTown,4,960,1920,108499.99999999999,93345.35060699513,0.1623503398343784,0.1623503398343784,Overpriced
1347,NWAmes,7,2156,1968,262500.00000000023,278560.85982785036,-0.05765655604945966,0.05765655604945966,Underpriced
1348,Timber,8,1776,2006,283463.0,296072.50757634477,-0.042589255177950966,0.042589255177950966,Underpriced
1349,SawyerW,7,1494,1998,215000.0,250588.0077340802,-0.1420180002063211,0.1420180002063211,Underpriced
1350,OldTown,8,2358,1872,122000.00000000003,167117.62999525195,-0.2699752862491754,0.2699752862491754,Underpriced
1351,NAmes,5,2634,1969,199999.99999999997,169589.27820054253,0.17931983744571514,0.17931983744571514,Overpriced
1352,NAmes,6,1716,1962,171000.00000000012,174490.19963090698,-0.02000226739547299,0.02000226739547299,Underpriced
1353,BrkSide,6,1176,1937,134899.99999999988,135548.79046839842,-0.004786398064907835,0.004786398064907835,Underpriced
1354,NoRidge,8,3238,1995,409999.9999999997,380926.0071089828,0.07632451538731201,0.07632451538731201,Overpriced
1355,CollgCr,7,1865,2000,235000.0,230246.78422175767,0.02064400505878234,0.02064400505878234,Overpriced
1356,NWAmes,7,1920,1968,170000.00000000012,185210.86172496015,-0.08212726609710562,0.08212726609710562,Underpriced
1357,NAmes,5,892,1966,109999.99999999991,121351.76403108735,-0.09354428525801567,0.09354428525801567,Underpriced
1358,NAmes,5,1078,1971,149900.0,152774.56951308475,-0.018815759208135396,0.018815759208135396,Underpriced
1359,Somerst,6,1573,2000,177500.00000000015,169527.15682452856,0.047029887864656325,0.047029887864656325,Overpriced
1360,NridgHt,9,1980,2004,315000.0000000002,388710.2331983773,-0.18962771469090522,0.18962771469090522,Underpriced
1361,SWISU,5,2601,1921,188999.99999999988,189353.85270280798,-0.0018687378036267089,0.0018687378036267089,Underpriced
1362,StoneBr,7,1530,2005,259999.9999999998,245620.3018904236,0.058544419980361695,0.058544419980361695,Overpriced
1363,NAmes,4,1738,1920,104900.00000000007,135338.86427156324,-0.2249085245054686,0.2249085245054686,Underpriced
1364,Gilbert,6,1412,2006,156932.00000000006,173460.23798271906,-0.0952854566264669,0.0952854566264669,Underpriced
1365,Somerst,7,1200,2005,144151.9999999999,139907.1694022391,0.03034033649524247,0.03034033649524247,Overpriced
1366,Somerst,7,1674,2000,215999.99999999985,200084.06135018106,0.07954625941925081,0.07954625941925081,Overpriced
1367,CollgCr,7,1790,1999,192999.99999999985,200165.42398273645,-0.03579751107940894,0.03579751107940894,Underpriced
1368,MeadowV,5,1475,1977,126999.99999999991,134157.9265021558,-0.053354480713749514,0.053354480713749514,Underpriced
1369,CollgCr,6,848,2003,144000.0,140609.1556579419,0.02411538797876684,0.02411538797876684,Overpriced
1370,CollgCr,8,1668,2003,231999.99999999997,246129.85131592795,-0.05740811705846746,0.05740811705846746,Underpriced
1371,OldTown,4,1374,1920,104999.99999999997,109108.73302003182,-0.03765723335159167,0.03765723335159167,Underpriced
1372,NAmes,6,1661,1955,165499.99999999988,183033.48240023036,-0.09579385241597968,0.09579385241597968,Underpriced
1373,CollgCr,7,2097,1998,274299.9999999999,243687.85322767252,0.12562032274840992,0.12562032274840992,Overpriced
1374,NoRidge,10,2633,2001,466499.99999999965,438371.16061234684,0.0641667197001749,0.0641667197001749,Overpriced
1375,Somerst,7,1958,2005,249999.9999999998,252419.55429257272,-0.00958544713128082,0.00958544713128082,Underpriced
1376,Timber,8,1571,2007,239000.00000000003,266293.8094081579,-0.10249509543169169,0.10249509543169169,Underpriced
1377,SWISU,6,790,1930,90999.99999999991,85261.78735499673,0.06730110666237275,0.06730110666237275,Overpriced
1378,Edwards,5,1604,1941,116999.99999999991,139411.5913276296,-0.16075844995528718,0.16075844995528718,Underpriced
1379,BrDale,6,987,1973,83000.0,96660.31261985804,-0.14132286819287243,0.14132286819287243,Underpriced
1380,Timber,5,1394,2006,167499.99999999997,143795.91586981036,0.16484532253093173,0.16484532253093173,Overpriced
1381,Edwards,3,864,1914,58499.99999999996,70127.84325604961,-0.1658092237856833,0.1658092237856833,Underpriced
1382,NAmes,6,2117,1970,237499.99999999985,217980.93155715024,0.08954484368616485,0.08954484368616485,Overpriced
1383,OldTown,7,1762,1920,156999.99999999994,155541.1190223179,0.009379391037251786,0.009379391037251786,Overpriced
1384,Sawyer,5,1416,1918,112000.00000000004,154890.31765618082,-0.2769076744447445,0.2769076744447445,Underpriced
1385,Edwards,6,1258,1939,104999.99999999997,104821.07615826948,0.0017069452851288267,0.0017069452851288267,Overpriced
1386,IDOTRR,4,1154,1922,125500.00000000006,113534.30767735778,0.1053927448665687,0.1053927448665687,Overpriced
1387,NWAmes,7,2784,1978,249999.9999999998,316521.26133045566,-0.21016364288086828,0.21016364288086828,Underpriced
1388,OldTown,6,2526,1916,135999.99999999997,147193.17995202856,-0.0760441479399829,0.0760441479399829,Underpriced
1389,Gilbert,9,1746,2006,377500.0000000002,351317.29972246423,0.07452721599027406,0.07452721599027406,Overpriced
1390,BrkSide,6,1218,1941,130999.99999999997,136131.00858011862,-0.03769169591584157,0.03769169591584157,Underpriced
1391,CollgCr,7,1525,2000,235000.0,220146.54533335188,0.06747075973486939,0.06747075973486939,Overpriced
1392,NAmes,5,1584,1967,124000.00000000007,125795.32138904936,-0.014271765986406363,0.014271765986406363,Underpriced
1393,NAmes,5,900,1967,123000.00000000009,136770.84925327162,-0.10068555783967341,0.10068555783967341,Underpriced
1394,OldTown,6,1912,1905,162999.99999999988,153096.9570733225,0.0646847796062631,0.0646847796062631,Overpriced
1395,Blmngtn,7,1500,2006,246577.99999999994,218446.66171359664,0.12877898002985294,0.12877898002985294,Overpriced
1396,Timber,8,2482,2005,281213.0000000002,282900.6246201313,-0.0059654326405153115,0.0059654326405153115,Underpriced
1397,Timber,5,1687,1948,159999.99999999997,164491.03987734913,-0.027302641412552647,0.027302641412552647,Underpriced
1398,BrkSide,5,1513,1920,137500.00000000012,135158.00787802337,0.017327808827208593,0.017327808827208593,Overpriced
1399,NAmes,5,1904,1950,138000.00000000006,135462.52828576206,0.018731908715634828,0.018731908715634828,Overpriced
1400,SWISU,6,1608,1925,137449.99999999997,147807.33272201844,-0.07007319955835703,0.07007319955835703,Underpriced
1401,BrkSide,6,1158,1929,120000.00000000004,130467.9497284463,-0.08023387928019152,0.08023387928019152,Underpriced
1402,Gilbert,6,1593,2004,192999.99999999985,187154.40982573965,0.031234049893363754,0.031234049893363754,Overpriced
1403,CollgCr,7,1294,2006,193879.00000000006,189944.71194559566,0.020712806448285166,0.020712806448285166,Overpriced
1404,Somerst,8,1464,2007,282922.00000000006,259983.04801123473,0.0882324911729401,0.0882324911729401,Overpriced
1405,OldTown,3,1214,1915,104999.99999999997,89245.20331533013,0.17653382029960094,0.17653382029960094,Overpriced
1406,Crawfor,8,1646,2004,275000.0000000002,280045.75704344374,-0.01801761646637199,0.01801761646637199,Underpriced
1407,CollgCr,5,768,1972,133000.00000000012,133995.57945568353,-0.007429942537863229,0.007429942537863229,Underpriced
1408,Mitchel,5,833,1985,112000.00000000004,114830.75173140773,-0.024651512671700425,0.024651512671700425,Underpriced
1409,OldTown,4,1363,1910,125500.00000000006,107060.04126125124,0.17223941371133095,0.17223941371133095,Overpriced
1410,NWAmes,7,2093,1986,215000.0,210191.37309690178,0.022877375185523737,0.022877375185523737,Overpriced
1411,CollgCr,7,1840,2001,230000.0000000001,213014.89066284223,0.07973672302581755,0.07973672302581755,Overpriced
1412,NAmes,6,1668,1950,139999.9999999999,148950.1371528606,-0.060088143078885436,0.060088143078885436,Underpriced
1413,NAmes,4,1040,1949,90000.00000000001,97397.44453809601,-0.0759511152800581,0.0759511152800581,Underpriced
1414,SawyerW,8,1844,2005,257000.00000000015,259021.74729134937,-0.007805318713548593,0.007805318713548593,Underpriced
1415,BrkSide,6,1848,1923,206999.99999999994,194542.53210184645,0.0640346754180818,0.0640346754180818,Overpriced
1416,Blmngtn,7,1569,2007,175900.0000000001,228232.20780530057,-0.2292937018334583,0.2292937018334583,Underpriced
1417,OldTown,4,2290,1885,122499.99999999996,118760.81918426785,0.03148496988666303,0.03148496988666303,Overpriced
1418,NoRidge,8,2450,1998,339999.99999999994,336615.0647088699,0.01005580452573501,0.01005580452573501,Overpriced
1419,NAmes,5,1144,1963,124000.00000000007,126603.74376646578,-0.020566088245135863,0.020566088245135863,Underpriced
1420,Crawfor,6,1844,1969,223000.00000000003,218471.5581791027,0.020727832302934946,0.020727832302934946,Overpriced
1421,NWAmes,6,1416,1968,179900.00000000006,171848.10962959976,0.04685469271530127,0.04685469271530127,Overpriced
1422,NPkVill,6,1069,1977,127500.00000000001,143881.80985169928,-0.11385601743948169,0.11385601743948169,Underpriced
1423,CollgCr,6,848,2003,136500.00000000006,141756.44091289767,-0.037080790679045295,0.037080790679045295,Underpriced
1424,Edwards,6,2201,1966,274969.9999999999,198878.75353382135,0.38260118345541844,0.38260118345541844,Overpriced
1425,NAmes,5,1344,1958,144000.0,140687.00325311118,0.023548705070704935,0.023548705070704935,Overpriced
1426,NAmes,6,1252,1959,142000.0,144870.223617582,-0.019812377905611644,0.019812377905611644,Underpriced
1427,NoRidge,7,2127,1994,271000.0000000002,256659.42476355575,0.05587394754607392,0.05587394754607392,Overpriced
1428,NAmes,5,1558,1945,139999.9999999999,141060.92791146037,-0.007521061481506558,0.007521061481506558,Underpriced
1429,OldTown,5,804,1940,118999.99999999993,117174.90955591286,0.015575778560479103,0.015575778560479103,Overpriced
1430,NWAmes,6,1440,1981,182900.00000000006,194164.18756640214,-0.058013723887932946,0.058013723887932946,Underpriced
1431,Gilbert,5,1838,2005,192139.99999999988,178566.78502023732,0.07601198049359674,0.07601198049359674,Overpriced
1432,NPkVill,6,958,1976,143750.0000000001,133809.28314430246,0.07429018840925534,0.07429018840925534,Overpriced
1433,OldTown,4,968,1927,64500.000000000015,103542.54680908998,-0.3770676694004443,0.3770676694004443,Underpriced
1434,Gilbert,6,1792,2000,186500.0000000001,178685.7037143287,0.04373207326180042,0.04373207326180042,Overpriced
1435,Mitchel,5,1126,1977,159999.99999999997,166173.56349349485,-0.03715129749706878,0.03715129749706878,Underpriced
1436,NAmes,6,1537,1962,173999.99999999997,164346.1016626001,0.05874126760377424,0.05874126760377424,Overpriced
1437,NAmes,4,864,1971,120499.99999999996,118265.46129963642,0.018894262752691012,0.018894262752691012,Overpriced
1438,NridgHt,8,1932,2008,394616.9999999999,345254.23449526407,0.1429751197024433,0.1429751197024433,Overpriced
1439,OldTown,6,1236,1957,149699.9999999999,152398.9452719484,-0.017709737210663518,0.017709737210663518,Underpriced
1440,NWAmes,7,1725,1979,197000.00000000015,178624.21002469855,0.10287401675708324,0.10287401675708324,Overpriced
1441,Crawfor,6,2555,1922,191000.00000000015,215069.16152402444,-0.11191358795219758,0.11191358795219758,Underpriced
1442,CollgCr,6,848,2004,149300.0,141733.64250149424,0.05338434379421241,0.05338434379421241,Overpriced
1443,Somerst,10,2007,2008,310000.0000000002,342715.618225535,-0.09545995713567186,0.09545995713567186,Underpriced
1444,BrkSide,6,952,1916,121000.00000000003,104981.59868109132,0.15258294329817493,0.15258294329817493,Overpriced
1445,CollgCr,7,1422,2004,179599.9999999999,193168.55289011748,-0.0702420382982107,0.0702420382982107,Underpriced
1446,Sawyer,6,913,1966,129000.0000000001,124800.20931934564,0.033652112472887026,0.033652112472887026,Overpriced
1447,Mitchel,5,1188,1962,157899.9999999999,156566.07556611157,0.008519881647829136,0.008519881647829136,Overpriced
1448,CollgCr,8,2090,1995,240000.00000000003,270064.1389385225,-0.1113222179615868,0.1113222179615868,Underpriced
1449,Edwards,4,1346,1910,112000.00000000004,100914.01807560615,0.10985571812320595,0.10985571812320595,Overpriced
1450,MeadowV,5,630,1970,92000.00000000007,82642.3381416018,0.11323084594199873,0.11323084594199873,Overpriced
1451,NAmes,5,1792,1974,135999.99999999997,125467.8126579931,0.08394334067746981,0.08394334067746981,Overpriced
1452,Somerst,8,1578,2008,287089.9999999999,269430.08783575136,0.06554543446170079,0.06554543446170079,Overpriced
1453,Edwards,5,1072,2005,145000.00000000012,137303.16633451224,0.05605721900641428,0.05605721900641428,Overpriced
1454,Mitchel,5,1140,2006,84499.99999999994,115021.72269980468,-0.2653561604138326,0.2653561604138326,Underpriced
1455,Somerst,7,1221,2004,185000.00000000006,200860.0921732705,-0.078960892637592,0.078960892637592,Underpriced
1456,Gilbert,6,1647,1999,175000.00000000012,178574.88591973513,-0.020018973560155768,0.020018973560155768,Underpriced
1457,NWAmes,6,2073,1978,210000.0,169913.30757687785,0.235924383997909,0.235924383997909,Overpriced
1458,Crawfor,7,2340,1941,266499.99999999994,264308.7159623726,0.008290623446331193,0.008290623446331193,Overpriced
1459,NAmes,5,1078,1950,142125.00000000006,139767.0338132194,0.0168706891922152,0.0168706891922152,Overpriced
1460,Edwards,5,1256,1965,147499.99999999997,146097.17923552138,0.009601970221595571,0.009601970221595571,Overpriced
